"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
1295,"Servicio público disponible",published,"2020-03-23 16:24:32","2020-03-23 16:25:16","2020-03-23 16:29:33",,,,,,"Comercio Gelato Lab","Comercio de proximidad abierto y a tu servicio. Helados. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 616294325","Comercio de Proximidad",616294325
1297,"Servicio público disponible",published,"2020-03-23 16:26:23","2020-03-23 16:50:06","2020-03-23 16:37:17",,,,,,"Comercio Nueva Magerit","Comercio de proximidad abierto y a tu servicio. Pollería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 616294325
Áreas de reparto: 28005-28012 (resto de pedidos, consultar)","Alimentación,Comercio de Proximidad",616294325
1298,"Servicio público disponible",published,"2020-03-23 16:28:00","2020-03-23 16:49:57","2020-03-23 16:39:07",,,,,,"Frutería Maneiro","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 660097621
Áreas de reparto: 28005/28012 (resto distritos, consultar)","Alimentación,Comercio de Proximidad",660097621
1299,"Servicio público disponible",published,"2020-03-23 16:29:07","2020-03-23 16:49:47","2020-03-23 16:40:26",,,,,,"Frutería Emilio","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 913654020
Área de reparto: cercano al mercado","Alimentación,Comercio de Proximidad",913654020
1301,"Servicio público disponible",published,"2020-03-23 16:30:50","2020-03-23 16:49:26","2020-03-23 16:41:35",,,,,,"Comercio Rayo Verde Agricultura","Comercio de proximidad abierto y a tu servicio. Alimentación ecológica. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 913640905
Área de reparto: dentro de la M30","Alimentación,Comercio de Proximidad",913640905
1302,"Servicio público disponible",published,"2020-03-23 16:31:25","2020-03-23 16:49:18","2020-03-23 16:20:37",,,,,,"Teléfono de Atención Psicológica Gratuita Colegio Psicólogos de Aragón","876 036 778  Lunes a Viernes de 8:00 h a 20:00 h.","Ayuda Psicológica","876 036 778"
1303,"Servicio público disponible",published,"2020-03-23 16:32:13","2020-03-23 16:49:07","2020-03-23 16:43:17",,,,,,"Comercio Hermanos Ortiz","Comercio de proximidad abierto y a tu servicio. Alimentación y variantes. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 666979050
Área de reparto: distrito centro","Alimentación,Comercio de Proximidad",666979050
1304,"Servicio público disponible",published,"2020-03-23 16:33:47","2020-03-23 16:48:57","2020-03-23 16:44:37",,,,,,"Frutería Bejarano","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 913664346
Área de reparto: 28005","Alimentación,Comercio de Proximidad",913664346
1306,"Servicio público disponible",published,"2020-03-23 16:40:43","2020-03-23 16:40:55","2020-03-23 16:28:52",,,,,,"Servicio de emergencia psicológica: Cabildo de Lanzarote y Colegio Psicólogos de Las Palmas","Dirigido especialmente a personas mayores o dependientes carentes de acompañantes. También atenderán a aquellas personas a las que las actuales condiciones de limitación de movimientos les estén siendo especialmente duras y precisen apoyo emocional. La atención está dirigida a la población de Lanzarote y La Graciosa y realizado por miembros del Grupo de Intervención Psicológica en Desastres y Emergencias del COP Las Palmas. Abierto 24 horas todos los días de la semana.","Ayuda Psicológica","900 102 187"
1307,"Servicio público disponible",published,"2020-03-23 16:42:50","2020-03-23 16:48:37","2020-03-23 16:40:21",,,,,,"Panadería Panic","https://vimeo.com/187333780  Panes y bizcochos en una pequeña tienda moderna con columnas de hierro forjado y paredes de ladrillo visto.",Alimentación,"910 86 22 01"
1310,"Servicio público disponible",published,"2020-03-23 16:47:22","2020-03-23 16:47:36","2020-03-23 16:41:08",,,,,,"Servicio de acompañamiento a familiares en caso de fallecimiento y asistencia técnica a intervinientes","Grupo de Intervención Psicológica en Desastres y Emergencias del Colegio Oficial de Psicólogos Las Palmas y el Cabildo de Lanzarote. La atención está dirigida a la población de Lanzarote y La Graciosa. 24 horas todos los días de la semana.",Atención/Cuidados,"900 102 187"
1315,"Servicio público disponible",published,"2020-03-23 16:55:15","2020-03-23 22:06:21","2020-03-23 17:06:32",,,,,,"Comercio Bejarano Gourmet","Comercio de proximidad abierto y a tu servicio. Alimentación. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 913664346 
Área de reparto: 28005","Alimentación,Comercio de Proximidad",913664346
1316,"Servicio público disponible",published,"2020-03-23 16:56:28","2020-03-23 22:06:19","2020-03-23 17:07:41",,,,,,"Carnicería A. Bonilla","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 656510962 
Área de reparto: 28005","Alimentación,Comercio de Proximidad",656510962
1318,"Servicio público disponible",published,"2020-03-23 16:57:48","2020-03-23 17:40:58","2020-03-23 17:09:01",,,,,,"Comercio Pollería Emilio","Comercio de proximidad abierto y a tu servicio. Pollería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 913667797
Área de reparto: 28005","Alimentación,Comercio de Proximidad",913667797
1322,"Servicio público disponible",published,"2020-03-23 17:03:17","2020-03-23 17:39:46","2020-03-23 17:14:21",,,,,,"Frutería Jesús Hernández","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 636631839
 
Área de reparto: 28005","Alimentación,Comercio de Proximidad",636631839
1323,"Servicio público disponible",published,"2020-03-23 17:04:44","2020-03-23 17:39:32","2020-03-23 17:15:59",,,,,,"Frutería Hnos. Ortiz","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 656607434
 
Área de reparto: 28005","Alimentación,Comercio de Proximidad",656607434
1326,"Servicio público disponible",published,"2020-03-23 17:06:13","2020-03-23 17:38:48","2020-03-23 17:17:37",,,,,,"Carnicería Godián","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 627686230
 
Área de reparto: 28005","Alimentación,Comercio de Proximidad",627686230
1328,"Servicio público disponible",published,"2020-03-23 17:08:03","2020-03-23 17:38:17","2020-03-23 17:18:55",,,,,,"Comercio Jabón A Granel","Comercio de proximidad abierto y a tu servicio. Jabones y detergentes ecológicos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: 618663314
 
Área de reparto: todo Madrid (pedido mínimo)","Higiene,Comercio de Proximidad",618663314
1330,"Servicio público disponible",published,"2020-03-23 17:15:34","2020-03-23 17:37:54","2020-03-23 17:22:00",,,,,,"Comercio EcoRiche","Comercio de proximidad abierto y a tu servicio. Alimentación ecológica en general (frutas y verduras frescas ecológicas los lunes, miércoles y viernes) y productos de higiene y salud ecológicos. Se garantiza el suministro de alimentos. Lunes a viernes de 10 a 18, sábados y domingos de 10 a 15. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Correo para pedidos: pedidos@ecoriche.com

En estos días, con intención de agilizar y facilitar tu compra, puedes contactarles y te preparan lo que necesites de fitoterapia, cosmética y alimentación (excepto fresco y nevera) para que puedas ir a recogerlo o enviar a alguien en tu nombre.","Alimentación,Higiene,Salud,Comercio de Proximidad","910 276 67"
1337,"Servicio público disponible",published,"2020-03-23 17:39:08","2020-03-23 17:51:32","2020-03-23 17:21:46",,,,,,"Gusto Argentino","Comercio abierto a tu servicio. Productos Argentinos. 687 50 87 19, pedidos por encargo, se entregan de lunes a viernes de 9:30 a 12:30 en tienda. Cumpliendo con la Normativa se han reforzado las medidas higiénicas. También tienda Online: http://comercial.gustoargentino.com/","Alimentación,Comercio de Proximidad","687 50 87 19, madrid@francoargentine.com"
1339,"Servicio público disponible",published,"2020-03-23 17:54:06","2020-03-23 17:55:32","2020-03-23 17:49:34",,,,,,"Frutería de barrio","Establecimiento de proximidad en barrio en el Arrabal: fruta, verdura, pan y productos de primera necesidad. Horario matinal, se recogen pedidos telefónicos, a recoger en establecimiento.","Alimentación,Comercio de Proximidad",675485267
1351,"Servicio público disponible",published,"2020-03-23 18:26:15","2020-03-23 19:53:16","2020-03-23 18:24:07",,,,,,"Albahaca Ecotienda","albahacaecotienda.com  1. MODIFICACIÓN DEL HORARIO: Lunes a viernes de 10:00-14:15h , tardes cerrado y sábado cerrado. Necesitamos las horas para la preparación de repartos a domicilio


2- REPARTOS DOMICILIO: COGEREMOS TODOS LOS PEDIDOS POR CORREO ELECTRÓNICO (No tenemos tiempo de actualizar precios y productos en la Web) . Solicita el listado de productos en info@albahacaecotienda.com.","Alimentación,Higiene","910 82 48 98"
1361,"Servicio público disponible",published,"2020-03-23 18:31:24","2020-03-23 19:50:40","2020-03-23 17:53:38",,,,,,"Gusto Argentino - A Coruña","Comercio abierto a tu servicio. Productos Argentinos. 678 46 15 81, pedidos por encargo, se entregan de lunes a viernes de 10:00 a 14:00 en la tienda. Cumpliendo con la Normativa se han reforzado las medidas higiénicas. También tienda Online: http://comercial.gustoargentino.com/",Alimentación,"678 46 15 81, maxi@gustoargentino.com"
1369,"Servicio público disponible",published,"2020-03-23 18:43:51","2020-03-23 19:35:20","2020-03-23 18:34:37",,,,,,"Gusto Argentino - A Coruña","Comercio abierto a tu servicio. Productos Argentinos. 678 46 15 81, pedidos por encargo, se entregan de lunes a viernes de 10:00 a 14:00 en la tienda. Cumpliendo con la Normativa se han reforzado las medidas higiénicas. También tienda Online: http://comercial.gustoargentino.com/",Alimentación,"678 46 15 81, maxi@gustoargentino.com"
1371,"Servicio público disponible",published,"2020-03-23 18:45:17","2020-03-23 22:05:45","2020-03-23 18:43:42",,,,,,"La Miguiña. Panadería.","lamiguiña.es. Contacta y consulta servicio a domicilio en casos justificados.",Alimentación,"652 16 36 98"
1376,"Servicio público disponible",published,"2020-03-23 18:49:05","2020-03-23 19:29:10","2020-03-23 18:46:57",,,,,,"Herbolario BioClub Adelgazamiento, nutrición, masajes, fitoterapia, medicina china.","bioclubweb.com Envío gratis en pedidos de más de 30 euros.","Alimentación,Higiene","644 89 68 24"
1378,"Servicio público disponible",published,"2020-03-23 18:50:33","2020-03-23 22:05:04","2020-03-23 18:49:25",,,,,,"Pescaderia Hnos Alonso Tardes","de 9:00 14:00 de 17:00 a 21:00 Contacta consulta servicio a domicilio en casos justificados",Alimentación,"914 59 13 88"
1379,"Servicio público disponible",published,"2020-03-23 18:50:42","2020-03-23 22:04:59","2020-03-23 18:47:43",,,,,,"Gusto Argentino - A Coruña","Comercio abierto a tu servicio. Productos Argentinos. 678 46 15 81, pedidos por encargo, se entregan de lunes a viernes de 10:00 a 14:00 en tienda. Cumpliendo con la Normativa se han reforzado las medidas higiénicas. También tienda Online: http://comercial.gustoargentino.com/",Alimentación,"678 46 15 81, maxi@gustoargentino.com"
1380,"Servicio público disponible",published,"2020-03-23 18:52:38","2020-03-23 22:04:46","2020-03-23 18:50:54",,,,,,"Fruteria Soria","de L -V de 9:00 a 14:00 y de 17:30 a 20:30 S de 9:30 a 14:00 y D cierra
Contacta para servicio a domicilio casos justificados.",Alimentación,"914 59 86 77"
1400,"Servicio público disponible",published,"2020-03-23 19:26:22","2020-03-23 19:57:41","2020-03-23 19:24:09",,,,,,AvanzaDelivery.com,"Mensajería recados, vamos a la farmacia o a donde quieras por ti, no salgas de casa.","Alimentación,Otros,Comercio de Proximidad",881897660
1402,"Servicio público disponible",published,"2020-03-23 19:30:34","2020-03-23 20:04:31","2020-03-23 19:29:27",,,,,,"SDE Express","Mensajería y Transporte. Llevamos a domicilio artículos de necesidad","Alimentación,Otros,Comercio de Proximidad",881897660
1403,"Servicio público disponible",published,"2020-03-23 19:31:09","2020-03-23 19:32:06","2020-03-23 19:27:20",,,,,,"Teléfono de las personas mayores y solas de Canarias","24 horas del día durante todos los días del año.",Atención/Cuidados,"900 70 70 20"
1432,"Servicio público disponible",published,"2020-03-23 21:50:54","2020-03-23 21:51:03","2020-03-23 21:34:04",,,,,,"QUIERO CUIDARME MÁS- Aplicación telemedicina gratuita para realizar consultas médicas online.","Es una iniciativa solidaria público-privada entre la aseguradora DKV y las sociedades médicas SEMFYC y la SEMI. Está disponible para dispositivos iphone y Android. Está abierta a todo el que lo necesite, sin necesidad de estar asociado a la compañía. Más información en  https://www.medicosfrentealcovid.org/index,   soporte@dkvservicios.com  , Teléfono: 93 009 89 61 y también en  https://www.medicosfrentealcovid.org/docs/manual_de_uso_para_usuarios.pdf",Salud,https://www.medicosfrentealcovid.org/index
1443,"Servicio público disponible",archived,"2020-03-23 22:53:05","2020-03-24 08:34:48","2020-03-23 22:49:23",,,,,,"Minimarket La Banana","Minimarket alimentos, artículos para la limpieza, mascarillas.","Alimentación,Higiene,Comercio de Proximidad,Mascarillas tela",
1456,"Servicio público disponible",published,"2020-03-24 00:21:02","2020-03-24 08:20:52","2020-03-24 00:19:21",,,,,,"Frutería de barrio","Frutería y verdulería en horarios mañanas, hasta las 14.00",Alimentación,
1461,"Servicio público disponible",archived,"2020-03-24 01:58:10","2020-03-24 08:08:12","2020-03-24 01:48:21",,,,,,"Coordinación Makers Manizales","Impresion 3D en resina, Corte Láser, Biblioteca de Materiales, Producción a Escala","Otros,Comercio de Proximidad,Viseras y Mascarillas 3D,Respirador Maker,Mascarillas tela,Materiales y Puntos de Recogida (PLA, Tela...)",3117343914
1462,"Servicio público disponible",archived,"2020-03-24 02:02:05","2020-03-24 08:07:43","2020-03-24 02:01:07",,,,,,"Julian Salinas","Impresión 3D, Corte láser","Otros,Viseras y Mascarillas 3D,Respirador Maker,Mascarillas tela,Materiales y Puntos de Recogida (PLA, Tela...)","3117343914 / sadakiel@gmail.com"
1473,"Servicio público disponible",published,"2020-03-24 08:49:29","2020-03-24 09:07:22","2020-03-24 08:41:20",,,,,,"VEGETAS. Alimentación ecológica.","Obrador de productos veganos ecológicos de elaboración propia, frescos, sin aditivos y sin pasteurizar.  Horario: lunes a viernes de 10:30 a 15 h.","Alimentación,Comercio de Proximidad","622 00 08 23  ·   vegetascoop@gmail.com"
1476,"Servicio público disponible",published,"2020-03-24 08:56:06","2020-03-24 09:07:55","2020-03-24 08:53:22",,,,,,"ECONATURE Supermercado Ecológico",https://www.econaturevalencia.com/,"Alimentación,Comercio de Proximidad","96 008 05 09  ·  info@econatureweb.com"
1477,"Servicio público disponible",published,"2020-03-24 08:56:13","2020-03-24 09:07:59","2020-03-24 08:49:30",,,,,,"Assitència i assessorament psicològic. Ajuntament de Xirivella","Per a persones que puguen necessitar ajuda professionalment en estos moments d´aillament
Serveis Socials
de 8h a 15h - 674 233 605
de 15h a 20h - 607 529 439","Ayuda Psicológica","de 8h a 15h - 674 233 605 de 15h a 20h - 607 529 439"
1479,"Servicio público disponible",published,"2020-03-24 09:07:07","2020-03-24 09:08:16","2020-03-24 09:02:42",,,,,,"SOM ALIMENTACIÓ. Supermercado cooperativo, con criterios ecológicos, éticos, solidarios y de proximidad.","Lunes a viernes, de 10:30 a 19:00. https://somalimentacio.com/","Alimentación,Higiene,Comercio de Proximidad","645 29 16 59  ·   info@somalimentacio.com"
1480,"Servicio público disponible",published,"2020-03-24 09:09:58","2020-03-24 09:17:23","2020-03-24 09:04:10",,,,,,"Casa de la Dona. Ajuntament Xirivella","Atenció a dones víctimes de violència masclista. 961 332 121","Atención/Cuidados,Acogida,Ayuda Psicológica,Otros","016 - 900 580 888 - 961 332 121"
1481,"Servicio público disponible",published,"2020-03-24 09:14:42","2020-03-24 09:17:20","2020-03-24 09:10:42",,,,,,"Assistència domiciliaria persones majors. Ajuntament Xirivella","Per a persones majors soles o aillades.
Serveis Socials
de 8h a 15h - 96 383 02 79
de 15h a 20h - 607 655 093 - 607 143 492 - 673 691 991

Policia
a partir de les 20h - 96 383 50 50","Atención/Cuidados,Otros","Serveis Socials de 8h a 15h - 96 383 02 79 de 15h a 20h - 607 655 093 - 607 143 492 - 673 691 991  Policia a partir de les 20h - 96 383 50 50"
1483,"Servicio público disponible",published,"2020-03-24 09:19:07","2020-03-24 09:23:10","2020-03-24 09:14:14",,,,,,"LA COMANDA. Alimentación y productos de limpieza a granel.","Lunes a sábado de 10:30 a 13:30. https://www.facebook.com/lacomandaagranel/","Alimentación,Higiene,Comercio de Proximidad","633366503  ·  960622970  ·  lacomandaagranel@gmail.com"
1486,"Servicio público disponible",published,"2020-03-24 09:31:45","2020-03-24 09:39:11","2020-03-24 09:30:13",,,,,,"LA CARABASSETA. Tienda ecológica.","(Contacta con nosotros y consulta si disponemos de servicio a domicilio en casos justificados.)

https://www.facebook.com/La-Carabasseta-Tienda-Ecol%C3%B3gica-376536589122683/","Alimentación,Comercio de Proximidad","961 93 18 09  ·  lacarabasseta@gmail.com"
1488,"Servicio público disponible",published,"2020-03-24 09:40:28","2020-03-24 09:42:25","2020-03-24 09:36:39",,,,,,"L'HORTET. Productos ecológicos, de proximidad y saludables.","Lunes a sábado de 10 a 14. https://www.facebook.com/lhortetbiosalud/","Alimentación,Higiene,Comercio de Proximidad","963 80 25 56  ·  info@lhortet.com"
1493,"Servicio público disponible",published,"2020-03-24 09:59:21","2020-03-24 09:59:29","2020-03-24 09:58:04",,,,,,"Servicio de publicaciones web para toda la ciudadanía.","La Diputación de Castellón ofrece un servicio de publicaciones web para toda la ciudadanía. Ofrecemos desde ya mismo en abierto todo nuestro catálogo digital de libros
https://actua.frenalacurva.net/t/diputacion-de-castelo-archivo-documental-y-publicaciones-ahora-en-abierto/2587
https://publicaciones.dipcas.es/PublicacionesWeb/",Otros,"964 35 96 00"
1512,"Servicio público disponible",published,"2020-03-24 11:18:58","2020-03-24 11:31:00","2020-03-24 11:07:18",,,,,,"Red de abastecimiento para camioneros y taxistas a nivel nacional.","SocialDrive crea red de abastecimiento para camioneros y taxistas a nivel nacional. descargar la app: bit.ly/2H333Sn","Alimentación,Otros",contacto@socialdrive.es
1516,"Servicio público disponible",published,"2020-03-24 11:27:35","2020-03-24 11:28:55","2020-03-24 11:22:08",,,,,,"Xarxa de Suport - Sagrada Família","Al Poblet-Sagrada Família fem xarxa!
1) Tens alguna necessitat de suport? Coneixes alguna persona que en tingui? Escriu al mail xarxasuportsafa@gmail.com o truca al 631454770.
Cura d'infants, abastiment per grups de risc, assessorament laboral, problemes per pagar el lloguer...
2) Forma part i col·labora de la xarxa veïnal! Contacta amb nosaltres i t'afegirem al grup de col·laboradores!","Alimentación,Higiene,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Ayuda Psicológica,Otros,Comercio de Proximidad,Sin Techo","631454770 xarxasuportsafa@gmail.com"
1535,"Servicio público disponible",published,"2020-03-24 13:22:09","2020-03-24 13:22:53","2020-03-24 13:18:20",,,,,,"COVIDA (Canarias).Aplicación permite unir a personas voluntarias y mayores con necesidades","Canarias ha activado en su territorio la aplicación móvil COVIDA con la que se pretende generar una red de apoyo de personas voluntarias a mayores en situación de dependencia o necesidades especiales que necesiten realizar la compra de medicamentos y alimentación así como en otros aspectos esenciales. El objetivo de COVIDA es proteger a este colectivo más vulnerable evitando las salidas de su domicilio.
app: https://play.google.com/store/apps/details?id=com.squareet.colaborapp",Otros,"900 70 70 20"
1536,"Servicio público disponible",published,"2020-03-24 13:35:17","2020-03-24 13:48:58","2020-03-24 13:33:00",,,,,,"Comidas Para Llevar con Servicio a Domicilio","Todos los días cocinamos distintas recetas saludables y sabrosas de 12:30 a 15:30","Alimentación,Comercio de Proximidad",622844424
1541,"Servicio público disponible",published,"2020-03-24 13:53:02","2020-03-24 14:58:14","2020-03-24 13:49:22",,,,,,"Huerto Natural","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",huertonatural@gmail.com
1542,"Servicio público disponible",published,"2020-03-24 13:58:04","2020-03-24 16:34:00","2020-03-24 13:49:21",,,,,,"Panifiesto. Panadería.","Pan ecológico de masa madre. http://panifiesto.es   Mañanas: 10:00 a 15:00; Tardes: 17:30 a 20:00 ; Sábados y domingos: 10:00 a 14:30 ; Cerramos los festivos",Alimentación,"info@panifiesto.es; 694 44 90"
1544,"Servicio público disponible",published,"2020-03-24 14:01:55","2020-03-24 14:58:49","2020-03-24 13:59:21",,,,,,"Granel Madrid. Productos al peso.","http://granelmadrid.com/ M - V de 10 a 15h. y de 16:30 a 20:30. Sábados y Domingos de 10 a 15h",Alimentación,"91 169 90 33"
1550,"Servicio público disponible",published,"2020-03-24 15:07:12","2020-03-24 15:07:20","2020-03-24 15:04:03",,,,,,"Sistema de acompañamiento a mayores","Seniors en red ha cedido a todas sus residencias colaboradoras en su proyecto ¡Qué Ganas de Verte! las tablets asignadas para que las personas mayores residentes pueda utilizarlas para ponerse en contacto con familia, amigos o voluntari@s. Además, en SReD todos aquellos voluntari@s que quieran y puedan, continuarán ejerciendo su labor voluntaria, vía online y telefónica. No vamos a dejar a nadie solo en estos momentos de aislamiento forzoso e incertidumbre!!!
https://actua.frenalacurva.net/t/seniors-en-red-pone-en-marcha-un-sistema-de-acompanamiento-a-mayores/2597",Atención/Cuidados,"seniors@seniorsenred.org; 610 493 576"
1551,"Servicio público disponible",published,"2020-03-24 15:09:54","2020-03-24 15:10:02","2020-03-24 15:08:06",,,,,,"Colegio Profesional de Psicología de Aragón ofrece atención telefónica gratuita","COPPA en marcha el servicio del Departamento de Sanidad de atención psicológica telefónica gratuita para población y profesionales, ofrecida por psicólogos/as colegiados/as voluntarios/as del COPPA.https://actua.frenalacurva.net/t/colegio-profesional-de-psicologia-de-aragon-ofrece-atencion-telefonica-gratuita/2609","Ayuda Psicológica",876036778
1554,"Servicio público disponible",published,"2020-03-24 15:23:11","2020-03-24 15:23:19","2020-03-24 15:21:20",,,,,,"REY ARDID pone en marcha una iniciativa de acompañamiento telefónico","¿Quieres acompañar en la distancia a aquellas personas que en estos días aún se encuentran en una situación de aislamiento? Si te apetece, colabora con la Fundación Rey Ardid en este proyecto de acompañamiento a las personas mayores
https://actua.frenalacurva.net/t/rey-ardid-pone-en-marcha-una-iniciativa-de-acompanamiento-telefonico/2599","Atención/Cuidados,Ayuda Psicológica",voluntariado@reyardid.org
1557,"Servicio público disponible",published,"2020-03-24 15:39:22","2020-03-24 15:39:31","2020-03-24 15:30:14",,,,,,"La Sazón Sociedad Cooperativa","Alimentación Agroecológica con reparto a domicilio. http://lasazonsca.blogspot.com","Comercio de Proximidad",lasazonsca@gmail.com
1558,"Servicio público disponible",published,"2020-03-24 15:42:06","2020-03-24 15:42:12","2020-03-24 15:39:52",,,,,,"Fruteria de temporada","Alimentación Agroecológica con reparto a domicilio. Carlos Sainz Martinez","Comercio de Proximidad",carlossainzmartinez98@gmail.com
1559,"Servicio público disponible",published,"2020-03-24 15:43:31","2020-03-24 15:43:40","2020-03-24 15:42:23",,,,,,Ecozara,"Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",smeneportoles@gmail.com
1560,"Servicio público disponible",published,"2020-03-24 15:45:00","2020-03-24 15:45:12","2020-03-24 15:43:50",,,,,,Milhojas,"Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",milhojasbio@gmail.com
1561,"Servicio público disponible",published,"2020-03-24 15:46:15","2020-03-24 15:46:21","2020-03-24 15:45:23",,,,,,"Melada Huerta Saludable","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",info@melada.es
1562,"Servicio público disponible",published,"2020-03-24 15:47:49","2020-03-24 15:47:56","2020-03-24 15:46:33",,,,,,"Sabores Próximos","Alimentación Agroecológica con reparto a domicilio
http://www.saboresproximos.com","Comercio de Proximidad",660868231
1563,"Servicio público disponible",published,"2020-03-24 15:49:28","2020-03-24 15:49:35","2020-03-24 15:48:08",,,,,,"Eco Verdu Ricas","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",Ndjbou2012@gmail.com
1564,"Servicio público disponible",published,"2020-03-24 15:50:49","2020-03-24 15:50:59","2020-03-24 15:49:45",,,,,,"Miguel Acín López","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",6622146852
1567,"Servicio público disponible",published,"2020-03-24 15:59:28","2020-03-24 16:01:03","2020-03-24 15:56:04",,,,,,"Colmena Extramurs","Servicio de semanal de productos locales a través de una web, compras hasta el martes medianoche y se lleva a sus domicilios el jueves. Todo para organizar tu compra semanal.",Alimentación,https://lacolmenaquedicesi.es/es/assemblies/7533/collections/215338/products/category/_all
1569,"Servicio público disponible",published,"2020-03-24 16:00:45","2020-03-24 16:01:10","2020-03-24 15:58:08",,,,,,"Javier Mañez","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",Tejedera@gmail.com
1570,"Servicio público disponible",published,"2020-03-24 16:02:28","2020-03-24 16:02:36","2020-03-24 16:01:22",,,,,,"Carlos Pascual","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",lascardelinas@gmail.com
