"id","title","description","fantasy","business_name","contact","phone","lat","lon","address","category","source","link","agreement","ODS"
"877","MOTOCICLETAS - Taller","MICRO","DESPENSA TOTAL","DESPENSA TOTAL","HOMBRE","973346888","-23.408594","-57.447767","ISMAEL GONZÁLEZ J/ MONSEÑOR BOGARIN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"878","DESPENSAS","MICRO","BODEGA HERMES","BODEGA HERMES","HOMBRE","0","0","0","1/ DE MARZO C/ ASUNCIÓN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"879","GASEOSAS - Distribuidoras","MICRO","FÁBRICA DE TEJIDOS CACHO","FÁBRICA DE TEJIDOS CACHO","HOMBRE","972446446","0","0","MONSEÑOR BOGARIN C/ 1 DE MARZO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"880","DESPENSAS","MICRO","DESPENSA ORTIZ","DESPENSA ORTIZ","MUJER","331242552","0","0","AV. HERMINIO MENDEZA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"881","CARPINTERIAS RURALES","MICRO","DESPENSA SANTA LUCIA","DESPENSA SANTA LUCIA","MUJER","331240957","0","0","JUANA MARÍA DE ORTELLADO C / ASUNCIÓN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"882","PANADERIAS","MICRO","CARNICERÍA INMACULADA","CARNICERÍA INMACULADA","HOMBRE","971800264","0","0","JUANA MARÍA DE ORTELLADO C/ MONSEÑOR BOGARIN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"883","BODEGAS","","DESPENSA CARDOZO","DESPENSA CARDOZO","HOMBRE","331241008","-23.408437","-57.43912","ASUNCIÓN C / JUANA DE ORTELLADO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"884","CAMIONES - Taller Mecanico","MICRO","DESPENSA Y CARNICERÍA TORYPAPE","DESPENSA Y CARNICERÍA TORYPAPE","MUJER","982922565","0","0","MONSEÑOR BOGARIN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"885","LAVADEROS DE AUTOVEHICULOS","MICRO","KUREI","KUREI","HOMBRE","971290713","-23.40419","-57.42864","VILLARRICA/ OCTAVO PROYECTADA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"886","GIMNASIOS","MICRO","COMERCIAL ADONAI","COMERCIAL ADONAI","MUJER","972460605","-23.408437","-57.43912","ZONA TEMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"887","MOTOCICLETAS - Taller","MICRO","ÑA GENARA","ÑA GENARA","MUJER","973465620","-23.408437","-57.43912","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"888","LAVADEROS DE AUTOVEHICULOS","MICRO","ÑA SELVA","ÑA SELVA","MUJER","971612252","-23.408437","-57.43912","ZONA TERMIAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"889","AUDIO Y ACCESORIOS PARA VEHICULOS","MICRO","ANIBAL CACERES","ANIBAL CACERES","HOMBRE","971479104","-23.39861","-57.4445","ZONA TEMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"890","DESPENSAS","MICRO","MECERIA ROCIO","MECERIA ROCIO","MUJER","871821542","-23.408437","-57.43912","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"891","RECEPCIONES - Servicios para","MICRO","RIVA","RIVA","HOMBRE","982930674","-23.40173","-57.43806","TENIENTE CABRERA ENTRE MARCELINO MEDINA Y DOCTOR FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"892","HELADERIAS","MICRO","VIDRIERIA MALVI","VIDRIERIA MALVI","HOMBRE","(0331) 243584","0","0","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"893","BARES Y COPETINES","PEQUEÑA","RINCON NORTEÑO","RINCON NORTEÑO","HOMBRE","243627","-23.4052","-57.43775","DR. FRANCIA Y SANTOS CANILLAS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"894","HERRERIAS ARTISTICAS","MICRO","COMERCIAL ""JB","COMERCIAL ""JB","ORGANIZACION","982433393","-23.39861","-57.4445","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"895","DESPENSAS","MICRO","ERE ERA LA BOMBA","ERE ERA LA BOMBA","HOMBRE","0","-23.40539","-57.43645","YTORORO Y SARGENTO PIRELLI","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"896","AUTOMOTORES - Repuestos Usados","MICRO","COPETIN EMI","COPETIN EMI","MUJER","0","-23.408437","-57.43912","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"897","MOTOCICLETAS - Taller","MICRO","ÑA OTILIA","ÑA OTILIA","MUJER","0","-23.408437","-57.43912","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"898","CARBON VEGETAL - Distribuidores","MICRO","LAS MELLIZAS","LAS MELLIZAS","MUJER","984921011","-23.401209","-57.445117","ZONA TERMINAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"899","DESPENSAS","MICRO","HOTEL C.C.","HOTEL C.C.","HOMBRE","(0331) 243253","-23.413202","-57.438991","CNEL. PANCHITO LOPEZ ESQ/PROF. GUILLERMO CABRAL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"900","GOMERIAS","MICRO","ELECTRONICA ELOY","ELECTRONICA ELOY","HOMBRE","(0982)348478","-23.410051","-57.440085","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"901","METALURGICAS","MEDIANA","COMERCIAL LA CHAQUEÑA","COMERCIAL LA CHAQUEÑA","HOMBRE","240330","-23.406839","-57.439613","YTORORO Y SANTOS CANILLAS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"902","DESPENSAS DE BEBIDAS","MICRO","SANTA ISABEL","SANTA ISABEL","HOMBRE","242195","-23.405519","-57.43883","PROFESOR CABRAL CASI YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"903","LIBRERIAS","MICRO","EL EMPRENDEDOR","EL EMPRENDEDOR","HOMBRE","981495297","-23.40521","-57.43888","PROFESOR CABRAL CASI YTORORO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"904","CELULAR - Aparatos","MICRO","CANTERO","CANTERO","HOMBRE","983544954","-23.40559","-57.43821","YTORO CASI PADRE MARCELINO MEDINA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"905","ELECTROMECANICA","MICRO","RAMÓN","RAMÓN","HOMBRE","0","-23.42068","-57.44207","MADRE C ONCEPCIONERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"906","ARTICULOS PARA FERRETERIA - Ver: Ferreteria, Art. para","MICRO","EL PROGRESO","EL PROGRESO","MUJER","(0331) 242272","-23.40761","-57.441577","GENERAL FRANCO C/ AV. AUGUSTIN FERNANDO DE PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"907","COMPUTADORAS - Ver: Informatica","MICRO","V Y M","V Y M","HOMBRE","972691015","-23.42335","-57.44413","ROMUALDO IRIGOYEN","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"908","AGENDAS ELECTRONICAS","MICRO","FRANEL","FRANEL","HOMBRE","240113","-23.40341","-57.4379","AVENIDA BOQUERON","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"909","PRENDAS - Ver. Ropas","MICRO","ARTE COLOR","ARTE COLOR","HOMBRE","(0982) 270138","-23.407551","-57.441448","AVDA. PINEDO ESQ. PTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"910","BARES Y COPETINES","MICRO","KATY COPETIN","KATY COPETIN","MUJER","982741568","-23.404635","-57.447003","EUGENIO AGUERO C/ ITURBE","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"911","PELUQUERIAS","MICRO","CAAGUAZU","CAAGUAZU","HOMBRE","981779123","-23.404849","-57.439909","SCREIBERT Y DOCTOR FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"912","MERCERIAS","MICRO","SAN ANDANIO","SAN ANDANIO","MUJER","0","-23.42174","-57.44231","BASILIO QUEVEDO SÉPTIMA PROYECTADA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"913","CARNICERIAS","MICRO","PIOLIN","PIOLIN","HOMBRE","982902614","-23.40429","-57.4389","DOCTOR FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"914","CIENCIAS CONTABLES Y ADMINISTRATIVAS - Ensenanza Superior","MICRO","DR BURGER PIZZA","DR BURGER PIZZA","HOMBRE","983894503","-23.409608","-57.441705","MARISCAL LOPEZ CASI AVENIDA PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"915","AGENCIAS DE VIAJES Y TURISMO","MICRO","ANA COLLECTION","ANA COLLECTION","MUJER","983345835","-23.409529","-57.441861","MARISCAL LOPEZ CASI AVENIDA PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"916","PASTELERIAS","MICRO","SIBARITA MODAS","SIBARITA MODAS","MUJER","240193","-23.4024","-57.4359","AVENIDA BOQUERON Y TENIENTE CABRERA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"917","BARES Y COPETINES","MICRO","BODEGA MORAL","BODEGA MORAL","HOMBRE","973104286","-23.408574","-57.428863","MAYOR LORENZO MEDINA Y PADRE QUEIROZ CANDIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"918","PELUQUERIAS","MICRO","DESPENSA REBECA","DESPENSA REBECA","HOMBRE","240283","-23.42345","-57.44425","AVENIDA PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"919","DESPENSAS","MICRO","ACTUAL MODAS","ACTUAL MODAS","MUJER","971837850","-23.405357","-57.440068","SCREIBERT ENTRE DOCTOR FRANCIA Y PADRE MARCELINO MEDINA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"920","HOSPEDAJES","MICRO","BODEGA MONTANIA","BODEGA MONTANIA","MUJER","0","-23.409283","-57.429099","RESIDENTA E/ QUEIROZ CANDIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"921","DESPENSAS","MICRO","AGRINCO","AGRINCO","HOMBRE","331243177","-23.408476","-57.442296","MCAL. ESTIGARRIBIA C/ AVDA. PINEDO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"922","BODEGAS","MICRO","COPETIN LA VICTORIA","COPETIN LA VICTORIA","MUJER","0","-23.409972","-57.430515","BERNARDINO CABALLERO Y DIAGONAL IBAÑEZ ROJAS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"923","DESPENSAS","MICRO","FREESIA PERFUMERIA","FREESIA PERFUMERIA","MUJER","240996","-23.40761","-57.442918","PTE FRANCO C/ YEGROS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"924","MOTORES MARINOS - Reparaciones","MICRO","ACUARIO","ACUARIO","HOMBRE","242796","-23.407856","-57.443143","PTE FRANCO C/ 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"925","BODEGAS","PEQUEÑA","CURSILLO CEPIM - PARODI","CURSILLO CEPIM - PARODI","HOMBRE","986844844","-23.403786","-57.446208","CERRO CORA C/ TTE FLORENCIO GOMEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"926","AUTOSERVICES","MICRO","DESPENSA SANTA ROSA","DESPENSA SANTA ROSA","HOMBRE","976395940","-23.410218","-57.429893","BERNARDINO CABALLERO C/ SOSA GAONA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"927","CLINICA MEDICA - Medicos","MICRO","DESPENSA LA GALLINITA","DESPENSA LA GALLINITA","MUJER","242431","-23.407885","-57.443358","PTE. FRANCO C/ 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"928","TAPICERIAS - Muebles","MICRO","DESPENSA LOS ENANOS","DESPENSA LOS ENANOS","MUJER","982102919","-23.409775","-57.428863","PADRE QUEIROZ CANDIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"929","BEBIDAS - Distribuidores","MICRO","DESPENSA COLMAN","DESPENSA COLMAN","MUJER","242021","-23.409913","-57.431138","AV. CAYO SOLTERO MILTOS","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"930","ALMACENES RAMOS GENERALES","MICRO","ETOCELL","ETOCELL","HOMBRE","241446","-23.407886","-57.443454","PTE. FRANCO C/ 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"931","ALMACENES RAMOS GENERALES","MICRO","EL CAMPEÓN","EL CAMPEÓN","MUJER","976522948","-23.4117","-57.43397","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"932","CLINICAS MEDICAS","MICRO","DESPENSA CAACUPR","DESPENSA CAACUPR","MUJER","984789502","-23.4117","-57.43397","0","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"933","FERRETERIAS","MICRO","FOTO SOL","FOTO SOL","HOMBRE","331241797","-23.402568","-57.445338","AVDA. HERMINIO MENDOZA C/ GRAL GARAY","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"934","CAMIONES - Taller Mecanico","MICRO","COMERCIAL ÑA ESTELA","COMERCIAL ÑA ESTELA","MUJER","0","-23.4117","-57.43397","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"935","AUTOGAS - Surtidores","MICRO","DESPENSA NEBLINA","DESPENSA NEBLINA","MUJER","975863409","-23.41405","-57.43257","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"936","HOSPEDAJES","MICRO","DESPENSA LUCY","DESPENSA LUCY","MUJER","0","-23.41294","-57.42768","0","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"937","ALMACENES RAMOS GENERALES","MICRO","R Y J MODAS","R Y J MODAS","HOMBRE","984266161","-23.407845","-57.444463","PTE. FRANCO C/ 14 DE MAYO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"938","MOTOCICLETAS - Taller","MICRO","COMEDOR NILSA","COMEDOR NILSA","MUJER","971838880","-23.409066","-57.431824","BERNARDINO CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"939","FARMACIAS","MICRO","DESPENSA JP","DESPENSA JP","HOMBRE","971814955","-23.420497","-57.436234","FRAY MIGUEL MARTINEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"940","DESPENSAS","MICRO","MECANICA AUTOMOTRIZ E INDUSTRIAL DIESEL","MECANICA AUTOMOTRIZ E INDUSTRIAL DIESEL","HOMBRE","331242496","-23.40543","-57.44385","GRAL GARAY 366 C/ OTAÑO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"941","COMEDORES","MICRO","CHE KAPE","CHE KAPE","HOMBRE","975249570","-23.41137","-57.43166","FRAY MIGUEL MENDEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"942","PELUQUERIAS","MICRO","ÑA KIKA","ÑA KIKA","MUJER","973505120","-23.40332","-57.44572","PEDRO JUAN CABALLERO C/ FLORENCIO GOMEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"943","DESPENSAS","MICRO","BANQUITA","BANQUITA","HOMBRE","973803889","-23.41457","-57.43688","CLAUDIO ACOSTA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"944","TORNERIAS MECANICAS","MICRO","SANTA CECILIA","SANTA CECILIA","MUJER","972733642","-23.41777","-57.44211","CLAUDIO ACOSTA Y ANTONIO CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"945","ALMACENES RAMOS GENERALES","","COMEDOR HETEREI","COMEDOR HETEREI","HOMBRE","0","-23.409027","-57.432125","BERNARDINO CABALLERO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"946","ALMACENES RAMOS GENERALES","","DESPENSA DAVID","DESPENSA DAVID","","","-23.41777","-57.442211","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"947","CONFECCIONES","","DESPENSA UNIÓN","DESPENSA UNIÓN","HOMBRE","971135161","-23.41291","-57.44117","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"948","ALMACENES RAMOS GENERALES","","MINIMERCADO DEL ABASTO","MINIMERCADO DEL ABASTO","HOMBRE","","-23.41137","-57.43166","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"949","LIBRERIAS","","DESPENSA DIANA","DESPENSA DIANA","MUJER","331243521","-23.41291","-57.44117","ANTONIO CABALLERO DE AÑANZCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"950","COMEDORES","MICRO","LAVADERO","LAVADERO","HOMBRE","971348343","-23.40498","-57.44505","TTE FLORENCIO GOMEZ","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"951","ABOGADOS","MICRO","TALLER DE MOTOS PEDRITO","TALLER DE MOTOS PEDRITO","HOMBRE","976902967","-23.40425","-57.43987","SCREIBERT Y DOCTOR FRANCIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"952","ARTICULOS PROMOCIONALES","MICRO","LA BODEGUITA","LA BODEGUITA","MUJER","975292039","-23.40333","-57.44573","TTE FLORENCIO GOMEZ ESQ. ITURBE","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"953","ALMACENES RAMOS GENERALES","","DON WALTER","DON WALTER","HOMBRE","","-23.40714","-57.44457","GENERAL EUGENIO A GARAY ESQUINA BRASIL","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"954","BODEGAS","","LAS PULPAS","LAS PULPAS","MUJER","","-23.40776","-57.4438","","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"955","TEJIDOS DE ALAMBRE - Venta y Colocacion","MICRO","TALLER ALFA","TALLER ALFA","HOMBRE","972401453","-23.40117","-57.44654","CERRO CORÁ C/ AVDA HERMINIO MENDOZA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"956","ALMACENES RAMOS GENERALES","PEQUEÑA","PEPES LOMITOS","PEPES LOMITOS","MUJER","241690","-23.404577","-57.438648","GASPAR RODRIGUEZ DE FRANCIA Y REPUBLICA DE COLOMBIA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"957","ALMACENES RAMOS GENERALES","MICRO","FOTO SUSY","FOTO SUSY","MUJER","","-23.402588","-57.446673","AVDA HERMINIO MENDOZA C/ CERRO CORA","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"958","CARNE VACUNA - Distribuidores","","15 AÑOS. NOVIAS","15 AÑOS. NOVIAS","MUJER","","-23.40769","-57.44283","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"959","ALMACENES RAMOS GENERALES","MICRO","EMPANADAS MILE","EMPANADAS MILE","MUJER","984612384","-23.403543","-57.441196","0","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"960","ALMACENES RAMOS GENERALES","MICRO","M Y A","M Y A","MUJER","985697428","-23.408437","-57.43912","0","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
"961","ACEITES COMESTIBLES - Representantes","","MAC STORE","MAC STORE","HOMBRE","975605760","-23.40759","-57.4421","PRESIDENTE FRANCO","Productos y Servicios","Universidad Nacional de Concepción","www.unc.edu.py","SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
